t,x,y,psi,u,v,r,tau_u,tau_v,tau_r,current_x,current_y
50.26967191696167,0.9002400355930347,0.0,0.0,-6.217076464141184e-05,0.0,0.0,-2.845894312938135,0.0,0.0,0.3,0.0
50.27967381477356,0.9002394145729732,0.0,0.0,-6.203344879209639e-05,0.0,0.0,-2.845894312938135,0.0,0.0,0.3,0.0
50.2896249294281,0.9002387949293587,0.0,0.0,-6.189547621355369e-05,0.0,0.0,-2.8458911400515357,0.0,0.0,0.3,0.0
50.299660205841064,0.9002381766594248,0.0,0.0,-6.175871087820033e-05,0.0,0.0,-2.8458911400515357,0.0,0.0,0.3,0.0
50.3096399307251,0.9002375597604187,0.0,0.0,-6.162129161717962e-05,0.0,0.0,-2.845887980178151,0.0,0.0,0.3,0.0
50.319674015045166,0.9002369442295844,0.0,0.0,-6.148507475708893e-05,0.0,0.0,-2.845887980178151,0.0,0.0,0.3,0.0
50.329691886901855,0.9002363300641792,0.0,0.0,-6.134820676387492e-05,0.0,0.0,-2.8458848332686952,0.0,0.0,0.3,0.0
50.3396680355072,0.9002357172614573,0.0,0.0,-6.121253634727563e-05,0.0,0.0,-2.8458848332686952,0.0,0.0,0.3,0.0
50.34955811500549,0.900235105818686,0.0,0.0,-6.107621757935573e-05,0.0,0.0,-2.8458816992744578,0.0,0.0,0.3,0.0
50.3596305847168,0.9002344957331299,0.0,0.0,-6.0941091581616935e-05,0.0,0.0,-2.8458816992744578,0.0,0.0,0.3,0.0
50.36956858634949,0.9002338870020663,0.0,0.0,-6.080532000331802e-05,0.0,0.0,-2.8458785781463183,0.0,0.0,0.3,0.0
50.37969398498535,0.9002332796227699,0.0,0.0,-6.067073640658749e-05,0.0,0.0,-2.8458785781463183,0.0,0.0,0.3,0.0
50.38960909843445,0.9002326735925282,0.0,0.0,-6.0535509989360694e-05,0.0,0.0,-2.84587546983585,0.0,0.0,0.3,0.0
50.399611949920654,0.9002320689086261,0.0,0.0,-6.040146678284864e-05,0.0,0.0,-2.84587546983585,0.0,0.0,0.3,0.0
50.40959715843201,0.900231465568361,0.0,0.0,-6.026678350504957e-05,0.0,0.0,-2.845872374294461,0.0,0.0,0.3,0.0
50.41978645324707,0.9002308635690278,0.0,0.0,-6.013327868480995e-05,0.0,0.0,-2.845872374294461,0.0,0.0,0.3,0.0
50.429686069488525,0.9002302629079342,0.0,0.0,-5.999913653180287e-05,0.0,0.0,-2.845869291473944,0.0,0.0,0.3,0.0
50.43965673446655,0.9002296635823849,0.0,0.0,-5.986616810083727e-05,0.0,0.0,-2.845869291473944,0.0,0.0,0.3,0.0
50.449859380722046,0.9002290655896975,0.0,0.0,-5.973256506488348e-05,0.0,0.0,-2.8458662213261086,0.0,0.0,0.3,0.0
50.45964217185974,0.9002284689271869,0.0,0.0,-5.9600131033029376e-05,0.0,0.0,-2.8458662213261086,0.0,0.0,0.3,0.0
50.469632387161255,0.9002278735921807,0.0,0.0,-5.9467065113245794e-05,0.0,0.0,-2.8458631638029006,0.0,0.0,0.3,0.0
50.479625940322876,0.9002272795820037,0.0,0.0,-5.933516349713649e-05,0.0,0.0,-2.8458631638029006,0.0,0.0,0.3,0.0
50.4897563457489,0.9002266868939933,0.0,0.0,-5.920263269963726e-05,0.0,0.0,-2.845860118856711,0.0,0.0,0.3,0.0
50.49976348876953,0.9002260955254843,0.0,0.0,-5.9071261522842394e-05,0.0,0.0,-2.845860118856711,0.0,0.0,0.3,0.0
50.50963735580444,0.9002255054738241,0.0,0.0,-5.8939263860516274e-05,0.0,0.0,-2.84585708643976,0.0,0.0,0.3,0.0
50.51966714859009,0.9002249167363573,0.0,0.0,-5.8808421153320494e-05,0.0,0.0,-2.84585708643976,0.0,0.0,0.3,0.0
50.529656648635864,0.9002243293104412,0.0,0.0,-5.867695464597008e-05,0.0,0.0,-2.845854066504706,0.0,0.0,0.3,0.0
50.5396523475647,0.9002237431934301,0.0,0.0,-5.854663844551114e-05,0.0,0.0,-2.845854066504706,0.0,0.0,0.3,0.0
